m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.404255
4, 2, 2, 1, 1, 2, 6.713286
6, 2, 2, 1, 1, 2, 10.034843
8, 2, 2, 1, 1, 2, 13.333333
10, 2, 2, 1, 1, 2, 15.894040
12, 2, 2, 1, 1, 2, 19.136211
14, 2, 2, 1, 1, 2, 22.400000
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.440860
2, 4, 4, 1, 1, 4, 6.689896
2, 6, 6, 1, 1, 6, 10.176679
2, 8, 8, 1, 1, 8, 13.473684
2, 10, 10, 1, 1, 10, 15.189873
2, 12, 12, 1, 1, 12, 19.072847
2, 14, 14, 1, 1, 14, 22.550335
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 2, 1, 3.009404
4, 4, 4, 1, 4, 1, 8.311688
6, 6, 6, 1, 6, 1, 13.090909
8, 8, 8, 1, 8, 1, 16.659435
10, 10, 10, 1, 10, 1, 19.199999
12, 12, 12, 1, 12, 1, 19.372196
14, 14, 14, 1, 14, 1, 21.246611
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 1, 2, 2.807018
4, 4, 1, 4, 1, 4, 7.384615
6, 6, 1, 6, 1, 6, 9.494505
8, 8, 1, 8, 1, 8, 11.897754
10, 10, 1, 10, 1, 10, 14.457831
12, 12, 1, 12, 1, 12, 14.588434
14, 14, 1, 14, 1, 14, 15.317486
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.490909
4, 4, 4, 1, 1, 4, 13.714286
6, 6, 6, 1, 1, 6, 27.961164
8, 8, 8, 1, 1, 8, 49.870132
10, 10, 10, 1, 1, 10, 66.298340
12, 12, 12, 1, 1, 12, 84.087593
14, 14, 14, 1, 1, 14, 112.000000
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 2, 1, 3.404255
4, 4, 1, 4, 4, 1, 13.333333
6, 6, 1, 6, 6, 1, 27.084641
8, 8, 1, 8, 8, 1, 47.554180
10, 10, 1, 10, 10, 1, 63.660477
12, 12, 1, 12, 12, 1, 76.800003
14, 14, 1, 14, 14, 1, 100.512817
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 4, 2, 2, 2, 2.719547
4, 4, 8, 4, 4, 2, 7.649402
6, 6, 12, 6, 6, 2, 11.723202
8, 8, 16, 8, 8, 2, 14.642516
10, 10, 20, 10, 10, 2, 16.689846
12, 12, 24, 12, 12, 2, 16.817518
14, 14, 28, 14, 14, 2, 18.064516
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.392226
4, 2, 2, 1, 1, 2, 6.689896
6, 2, 2, 1, 1, 2, 9.965398
8, 2, 2, 1, 1, 2, 13.333333
10, 2, 2, 1, 1, 2, 15.686275
12, 2, 2, 1, 1, 2, 19.264215
14, 2, 2, 1, 1, 2, 22.251656
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 3.356643
2, 4, 4, 1, 1, 4, 6.643599
2, 6, 6, 1, 1, 6, 10.000000
2, 8, 8, 1, 1, 8, 13.195876
2, 10, 10, 1, 1, 10, 15.789474
2, 12, 12, 1, 1, 12, 19.009901
2, 14, 14, 1, 1, 14, 22.251656
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 2, 1, 1.031149
4, 4, 4, 1, 4, 1, 2.203098
6, 6, 6, 1, 6, 1, 4.031731
8, 8, 8, 1, 8, 1, 19.922178
10, 10, 10, 1, 10, 1, 24.217962
12, 12, 12, 1, 12, 1, 29.288137
14, 14, 14, 1, 14, 1, 31.214333
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 1, 2, 0.450070
4, 4, 1, 4, 1, 4, 2.144053
6, 6, 1, 6, 1, 6, 3.883146
8, 8, 1, 8, 1, 8, 4.731978
10, 10, 1, 10, 1, 10, 5.127110
12, 12, 1, 12, 1, 12, 8.191515
14, 14, 1, 14, 1, 14, 10.228311
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 1.307902
4, 4, 4, 1, 1, 4, 4.711657
6, 6, 6, 1, 1, 6, 9.621381
8, 8, 8, 1, 1, 8, 16.498388
10, 10, 10, 1, 1, 10, 28.811525
12, 12, 12, 1, 1, 12, 44.250961
14, 14, 14, 1, 1, 14, 62.058048
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 2, 1, 0.757695
4, 4, 1, 4, 4, 1, 4.688645
6, 6, 1, 6, 6, 1, 9.330454
8, 8, 1, 8, 8, 1, 16.623377
10, 10, 1, 10, 10, 1, 22.284122
12, 12, 1, 12, 12, 1, 27.084641
14, 14, 1, 14, 14, 1, 33.173485
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 4, 2, 2, 2, 0.942100
4, 4, 8, 4, 4, 2, 2.397004
6, 6, 12, 6, 6, 2, 3.796134
8, 8, 16, 8, 8, 2, 4.005215
10, 10, 20, 10, 10, 2, 5.949430
12, 12, 24, 12, 12, 2, 8.106967
14, 14, 28, 14, 14, 2, 10.642534
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 0.721805
4, 2, 2, 1, 1, 2, 1.048035
6, 2, 2, 1, 1, 2, 3.495146
8, 2, 2, 1, 1, 2, 5.589520
10, 2, 2, 1, 1, 2, 7.973422
12, 2, 2, 1, 1, 2, 10.726257
14, 2, 2, 1, 1, 2, 15.412844
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 1.705151
2, 4, 4, 1, 1, 4, 2.727273
2, 6, 6, 1, 1, 6, 3.469880
2, 8, 8, 1, 1, 8, 22.325583
2, 10, 10, 1, 1, 10, 26.373627
2, 12, 12, 1, 1, 12, 31.135136
2, 14, 14, 1, 1, 14, 36.521740
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 2, 1, 1.230769
4, 4, 4, 1, 4, 1, 2.302158
6, 6, 6, 1, 6, 1, 4.026095
8, 8, 8, 1, 8, 1, 4.120172
10, 10, 10, 1, 10, 1, 5.295675
12, 12, 12, 1, 12, 1, 7.185031
14, 14, 14, 1, 14, 1, 9.415532
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 1, 2, 1.005236
4, 4, 1, 4, 1, 4, 2.289803
6, 6, 1, 6, 1, 6, 3.907734
8, 8, 1, 8, 1, 8, 4.730521
10, 10, 1, 10, 1, 10, 6.566347
12, 12, 1, 12, 1, 12, 8.742727
14, 14, 1, 14, 1, 14, 11.428572
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, inf
4, 4, 4, 1, 1, 4, 2.101806
6, 6, 6, 1, 1, 6, 4.642665
8, 8, 8, 1, 1, 8, 22.925373
10, 10, 10, 1, 1, 10, 24.665981
12, 12, 12, 1, 1, 12, 26.915888
14, 14, 14, 1, 1, 14, 39.430008
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 2, 1, 1.149701
4, 4, 1, 4, 4, 1, 4.637681
6, 6, 1, 6, 6, 1, 44.307693
8, 8, 1, 8, 8, 1, 77.969543
10, 10, 1, 10, 10, 1, 107.142860
12, 12, 1, 12, 12, 1, 128.000000
14, 14, 1, 14, 14, 1, 157.852341
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 4, 2, 2, 2, 0.590769
4, 4, 8, 4, 4, 2, 2.622951
6, 6, 12, 6, 6, 2, 3.905968
8, 8, 16, 8, 8, 2, 4.008351
10, 10, 20, 10, 10, 2, 4.976156
12, 12, 24, 12, 12, 2, 7.032967
14, 14, 28, 14, 14, 2, 9.528053
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 0.525739
4, 2, 2, 1, 1, 2, 1.046322
6, 2, 2, 1, 1, 2, 3.529412
8, 2, 2, 1, 1, 2, 4.734895
10, 2, 2, 1, 1, 2, 5.542725
12, 2, 2, 1, 1, 2, 32.000000
14, 2, 2, 1, 1, 2, 37.541901
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 1.207547
2, 4, 4, 1, 1, 4, 2.580645
2, 6, 6, 1, 1, 6, 4.521193
2, 8, 8, 1, 1, 8, 7.314286
2, 10, 10, 1, 1, 10, 10.041841
2, 12, 12, 1, 1, 12, 12.413794
2, 14, 14, 1, 1, 14, 18.162163
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 2, 1, 2.526316
4, 4, 4, 1, 4, 1, 5.006519
6, 6, 6, 1, 6, 1, 8.429268
8, 8, 8, 1, 8, 1, 7.514678
10, 10, 10, 1, 10, 1, 7.897335
12, 12, 12, 1, 12, 1, 8.793893
14, 14, 14, 1, 14, 1, 9.430634
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 1, 2, 0.506329
4, 4, 1, 4, 1, 4, 6.410684
6, 6, 1, 6, 1, 6, 8.771574
8, 8, 1, 8, 1, 8, 11.824481
10, 10, 1, 10, 1, 10, 17.608217
12, 12, 1, 12, 1, 12, 28.944725
14, 14, 1, 14, 1, 14, 31.891525
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 1.745454
4, 4, 4, 1, 1, 4, 6.410684
6, 6, 6, 1, 1, 6, 10.510949
8, 8, 8, 1, 1, 8, 20.104712
10, 10, 10, 1, 1, 10, 33.103451
12, 12, 12, 1, 1, 12, 41.789600
14, 14, 14, 1, 1, 14, 43.555557
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 2, 1, 1.138790
4, 4, 1, 4, 4, 1, 4.654545
6, 6, 1, 6, 6, 1, 10.011587
8, 8, 1, 8, 8, 1, 20.983606
10, 10, 1, 10, 10, 1, 36.979969
12, 12, 1, 12, 12, 1, 48.813557
14, 14, 1, 14, 14, 1, 57.435898
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 4, 2, 2, 2, 0.433409
4, 4, 8, 4, 4, 2, 2.406015
6, 6, 12, 6, 6, 2, 3.867502
8, 8, 16, 8, 8, 2, 4.480747
10, 10, 20, 10, 10, 2, 5.499542
12, 12, 24, 12, 12, 2, 8.027875
14, 14, 28, 14, 14, 2, 9.631450
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 2.735043
4, 2, 2, 1, 1, 2, 6.018809
6, 2, 2, 1, 1, 2, 10.000000
8, 2, 2, 1, 1, 2, 13.763440
10, 2, 2, 1, 1, 2, 14.457831
12, 2, 2, 1, 1, 2, 14.807199
14, 2, 2, 1, 1, 2, 15.412844
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 0.920422
2, 4, 4, 1, 1, 4, 3.033175
2, 6, 6, 1, 1, 6, 3.870968
2, 8, 8, 1, 1, 8, 6.442953
2, 10, 10, 1, 1, 10, 8.556149
2, 12, 12, 1, 1, 12, 12.000000
2, 14, 14, 1, 1, 14, 16.271187
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 2, 1, 1.033369
6, 6, 6, 1, 6, 1, 4.026095
10, 10, 10, 1, 10, 1, 5.030392
14, 14, 14, 1, 14, 1, 6.481124
18, 18, 18, 1, 18, 1, 7.397964
22, 22, 22, 1, 22, 1, 8.409470
26, 26, 26, 1, 26, 1, 11.467345
30, 30, 30, 1, 30, 1, 13.966120
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 1, 2, 0.673684
6, 6, 1, 6, 1, 6, 4.235294
10, 10, 1, 10, 1, 10, 6.491750
14, 14, 1, 14, 1, 14, 9.004594
18, 18, 1, 18, 1, 18, 7.287039
22, 22, 1, 22, 1, 22, 7.118083
26, 26, 1, 26, 1, 26, 7.200107
30, 30, 1, 30, 1, 30, 8.955966
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 1.183724
6, 6, 6, 1, 1, 6, 9.653631
10, 10, 10, 1, 1, 10, 22.705770
14, 14, 14, 1, 1, 14, 32.826241
18, 18, 18, 1, 1, 18, 40.991039
22, 22, 22, 1, 1, 22, 56.333660
26, 26, 26, 1, 1, 26, 63.350254
30, 30, 30, 1, 1, 30, 87.484810
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 2, 1, 1.621622
6, 6, 1, 6, 6, 1, 10.759651
10, 10, 1, 10, 10, 1, 21.838034
14, 14, 1, 14, 14, 1, 157.852341
18, 18, 1, 18, 18, 1, 199.384613
22, 22, 1, 22, 22, 1, 228.212173
26, 26, 1, 26, 26, 1, 210.701309
30, 30, 1, 30, 30, 1, 242.969635
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 4, 2, 2, 2, 0.591497
6, 6, 12, 6, 6, 2, 1.988950
10, 10, 20, 10, 10, 2, 6.411969
14, 14, 28, 14, 14, 2, 6.581782
18, 18, 36, 18, 18, 2, 6.357615
22, 22, 44, 22, 22, 2, 30.544306
26, 26, 52, 26, 26, 2, 34.607510
30, 30, 60, 30, 30, 2, 35.767509
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 1.418021
6, 2, 2, 1, 1, 2, 3.086817
10, 2, 2, 1, 1, 2, 5.436014
14, 2, 2, 1, 1, 2, 7.662486
18, 2, 2, 1, 1, 2, 9.442623
22, 2, 2, 1, 1, 2, 11.772575
26, 2, 2, 1, 1, 2, 17.602257
30, 2, 2, 1, 1, 2, 24.870468
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 0.525739
2, 6, 6, 1, 1, 6, 3.512195
2, 10, 10, 1, 1, 10, 5.992509
2, 14, 14, 1, 1, 14, 9.795918
2, 18, 18, 1, 1, 18, 15.795246
2, 22, 22, 1, 1, 22, 22.325583
2, 26, 26, 1, 1, 26, 30.144928
2, 30, 30, 1, 1, 30, 40.111423
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 1.284281
8, 8, 8, 1, 8, 1, 4.139046
12, 12, 12, 1, 12, 1, 6.087722
16, 16, 16, 1, 16, 1, 7.051533
20, 20, 20, 1, 20, 1, 7.464427
24, 24, 24, 1, 24, 1, 10.606107
28, 28, 28, 1, 28, 1, 13.318233
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 2.709951
8, 8, 1, 8, 1, 8, 5.149179
12, 12, 1, 12, 1, 12, 6.011480
16, 16, 1, 16, 1, 16, 33.907284
20, 20, 1, 20, 1, 20, 33.790920
24, 24, 1, 24, 1, 24, 11.812356
28, 28, 1, 28, 1, 28, 13.328610
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 2.885049
8, 8, 8, 1, 1, 8, 18.483753
12, 12, 12, 1, 1, 12, 26.625578
16, 16, 16, 1, 1, 16, 36.790417
20, 20, 20, 1, 1, 20, 42.799820
24, 24, 24, 1, 1, 24, 47.916813
28, 28, 28, 1, 1, 28, 68.297638
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 5.835866
8, 8, 1, 8, 8, 1, 18.156029
12, 12, 1, 12, 12, 1, 26.978922
16, 16, 1, 16, 16, 1, 36.419682
20, 20, 1, 20, 20, 1, 43.223774
24, 24, 1, 24, 24, 1, 43.830059
28, 28, 1, 28, 28, 1, 64.262299
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 3.922369
8, 8, 16, 8, 8, 2, 5.194454
12, 12, 24, 12, 12, 2, 5.418626
16, 16, 32, 16, 16, 2, 6.254709
20, 20, 40, 20, 20, 2, 7.214248
24, 24, 48, 24, 24, 2, 8.910661
28, 28, 56, 28, 28, 2, 13.210700
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 2.889390
8, 4, 4, 1, 1, 4, 8.677966
12, 4, 4, 1, 1, 4, 12.659341
16, 4, 4, 1, 1, 4, 21.363003
20, 4, 4, 1, 1, 4, 26.193726
24, 4, 4, 1, 1, 4, 39.519726
28, 4, 4, 1, 1, 4, 47.575218
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 3.152709
4, 8, 8, 1, 1, 8, 4.441874
4, 12, 12, 1, 1, 12, 16.647398
4, 16, 16, 1, 1, 16, 22.721893
4, 20, 20, 1, 1, 20, 26.337450
4, 24, 24, 1, 1, 24, 23.414635
4, 28, 28, 1, 1, 28, 26.746269
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 2.248244
8, 8, 8, 1, 8, 1, 3.907403
12, 12, 12, 1, 12, 1, 17.668713
16, 16, 16, 1, 16, 1, 34.019932
20, 20, 20, 1, 20, 1, 34.833092
24, 24, 24, 1, 24, 1, 35.184528
28, 28, 28, 1, 28, 1, 7.194311
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
